UnitID,Institution Name,Control of institution (HD2023),Full-time 12-month unduplicated headcount (DRVEF122023),Full-time undergraduate 12-month unduplicated headcount (DRVEF122023),Total 12-month unduplicated headcount (DRVEF122023),Graduation rate - Bachelor degree within 4 years  total (DRVGR2023),Graduation rate  total cohort (DRVGR2023),Instruction expenses per FTE  (GASB) (DRVF2023),Instruction expenses per FTE  (FASB) (DRVF2023),Instruction expenses per FTE (for-profit institutions) (DRVF2023),Full-time retention rate  2023 (EF2023D),Percent admitted - total (DRVADM2022),Admissions yield - total (DRVADM2022),Full-time 12-month unduplicated headcount (DRVEF122022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122022),Total 12-month unduplicated headcount (DRVEF122022),Graduation rate - Bachelor degree within 4 years  total (DRVGR2022),Graduation rate  total cohort (DRVGR2022),Instruction expenses per FTE  (GASB) (DRVF2022),Instruction expenses per FTE  (FASB) (DRVF2022),Instruction expenses per FTE (for-profit institutions) (DRVF2022),Full-time retention rate  2022 (EF2022D),Percent admitted - total (DRVADM2021),Admissions yield - total (DRVADM2021),Graduation rate - Bachelor degree within 4 years  total (DRVGR2021),Graduation rate  total cohort (DRVGR2021),Instruction expenses per FTE  (GASB) (DRVF2021),Instruction expenses per FTE  (FASB) (DRVF2021),Instruction expenses per FTE (for-profit institutions) (DRVF2021),Full-time retention rate  2021 (EF2021D),Percent admitted - total (DRVADM2020),Admissions yield - total (DRVADM2020),Graduation rate - Bachelor degree within 4 years  total (DRVGR2020),Graduation rate  total cohort (DRVGR2020),Instruction expenses per FTE  (GASB) (DRVF2020),Instruction expenses per FTE  (FASB) (DRVF2020),Instruction expenses per FTE (for-profit institutions) (DRVF2020),Full-time retention rate  2020 (EF2020D),Percent admitted - total (DRVADM2019),Admissions yield - total (DRVADM2019),Graduation rate - Bachelor degree within 4 years  total (DRVGR2019),Graduation rate  total cohort (DRVGR2019),Instruction expenses per FTE  (GASB) (DRVF2019),Instruction expenses per FTE  (FASB) (DRVF2019),Instruction expenses per FTE (for-profit institutions) (DRVF2019),Full-time retention rate  2019 (EF2019D),Percent admitted - total (DRVADM2018),Admissions yield - total (DRVADM2018),Graduation rate - Bachelor degree within 4 years  total (DRVGR2018),Graduation rate  total cohort (DRVGR2018),Instruction expenses per FTE  (GASB) (DRVF2018),Instruction expenses per FTE  (FASB) (DRVF2018),Instruction expenses per FTE (for-profit institutions) (DRVF2018),Full-time retention rate  2018 (EF2018D),Percent admitted - total (DRVADM2017),Admissions yield - total (DRVADM2017),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017),Graduation rate  total cohort (DRVGR2017),Instruction expenses per FTE  (GASB) (DRVF2017),Instruction expenses per FTE  (FASB) (DRVF2017),Instruction expenses per FTE (for-profit institutions) (DRVF2017),Full-time retention rate  2017 (EF2017D),Percent admitted - total (DRVADM2016),Admissions yield - total (DRVADM2016),Graduation rate - Bachelor degree within 4 years  total (DRVGR2016),Graduation rate  total cohort (DRVGR2016),Instruction expenses per FTE  (GASB) (DRVF2016),Instruction expenses per FTE  (FASB) (DRVF2016),Instruction expenses per FTE (for-profit institutions) (DRVF2016),Full-time retention rate  2016 (EF2016D),Percent admitted - total (DRVADM2015),Admissions yield - total (DRVADM2015),Graduation rate - Bachelor degree within 4 years  total (DRVGR2015),Graduation rate  total cohort (DRVGR2015),Instruction expenses per FTE  (GASB) (DRVF2015),Instruction expenses per FTE  (FASB) (DRVF2015),Instruction expenses per FTE (for-profit institutions) (DRVF2015),Full-time retention rate  2015 (EF2015D),Percent admitted - total (DRVADM2014),Admissions yield - total (DRVADM2014),Graduation rate - Bachelor degree within 4 years  total (DRVGR2014),Graduation rate  total cohort (DRVGR2014),Instruction expenses per FTE  (GASB) (DRVF2014),Instruction expenses per FTE  (FASB) (DRVF2014),Instruction expenses per FTE (for-profit institutions) (DRVF2014),Full-time retention rate  2014 (EF2014D),Percent admitted - total (DRVIC2013),Admissions yield - total (DRVIC2013),State abbreviation (HD2022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122021),Total 12-month unduplicated headcount (DRVEF122021),Full-time undergraduate 12-month unduplicated headcount (DRVEF122020),Total 12-month unduplicated headcount (DRVEF122020),12-month unduplicated headcount  total: 2018-19 (DRVEF122019),12-month unduplicated headcount  total: 2017-18 (DRVEF122018),12-month unduplicated headcount  total: 2016-17 (DRVEF122017),12-month unduplicated headcount  total: 2015-16 (DRVEF122016),12-month unduplicated headcount  total: 2014-15 (DRVEF122015),12-month unduplicated headcount  total: 2013-14 (DRVEF122014),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024)
144777,DeVry University-Administrative Office,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL,,,,,,,,,,,,,
482477,DeVry University-Illinois,3,19890,16338,42124,17,37,,,903,65,43,84,14451,13789,37213,23,43,,,892,65,46,76,26,42,,,928,62,44,88,15,22,,,1187,54,96,86,24,28,,,1615,47,94,79,22,26,,,1722,47,95,79,13,21,,,1898,51,91,82,15,24,,,2421,59,78,91,14,24,,,5125,52,72,94,24,32,,,1626,55,70,91,IL,11945,32744,9404,29437,28479,27861,30056,34419,38905,42514,19,,4
482574,DeVry University-Ohio,3,179,168,314,29,45,,,3263,,50,100,292,289,566,11,24,,,2052,42,42,86,11,24,,,2377,17,32,100,12,15,,,2330,58,96,88,33,37,,,2564,54,93,82,27,32,,,3260,57,96,81,21,27,,,2774,31,95,83,17,29,,,2436,56,86,82,26,38,,,2446,35,85,82,27,40,,,2786,55,78,76,OH,291,619,351,770,1117,1697,2463,3472,4432,5365,24,,1
200059,Dickinson State University,1,1042,1030,1792,19,43,10794,,,60,72,46,1050,1041,1735,16,44,8721,,,57,99,59,18,36,9322,,,65,99,49,16,36,9877,,,63,100,54,17,41,11114,,,68,66,51,16,34,13390,,,71,99,51,12,32,12969,,,64,92,56,12,34,11346,,,54,93,65,14,32,11293,,,57,61,66,11,35,10550,,,57,49,81,ND,1046,1702,989,1621,1760,1748,1710,1645,1756,1817,15,,2
499820,Diverse Media Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153241,Divine Word College,2,77,77,78,100,100,,30542,,,,,80,80,80,100,100,,26663,,67,100,100,100,100,,25072,,100,100,100,50,50,,27698,,,63,0,100,100,,30734,,100,100,14,50,75,,34601,,100,100,67,62,100,,27834,,100,100,100,11,33,,22088,,100,100,78,10,47,,19502,,89,91,90,50,50,,18087,,64,100,65,IA,78,78,79,82,72,61,66,86,106,101,31,,1
181020,Doane University,2,1682,969,2399,52,56,,12925,,72,76,16,1697,1031,2589,56,61,,11199,,68,77,17,54,59,,9973,,66,69,20,55,60,,9555,,77,71,21,44,54,,10595,,71,68,14,52,65,,12006,,71,65,19,59,63,,12389,,78,76,20,50,59,,12047,,71,77,23,57,61,,11677,,69,79,21,55,59,,10364,,72,72,22,NE,1074,2902,1282,3197,3416,1089,1072,1078,1079,1138,20,,2
154998,Dodge City Community College,1,941,941,2311,,31,4348,,,54,,,781,781,2341,,28,4436,,,57,,,,30,6120,,,62,,,,33,4273,,,50,,,,33,5837,,,55,,,,37,6017,,,55,,,,42,5439,,,53,,,,40,5119,,,50,,,,42,5277,,,56,,,,52,5283,,,49,,,KS,917,2060,1026,2180,2176,2476,2564,2635,2605,2620,3,,2
148496,Dominican University,2,2466,2058,3786,49,62,,11667,,79,90,13,2271,1865,3724,47,59,,12637,,75,81,15,40,52,,13583,,77,76,14,53,63,,11969,,83,64,13,51,64,,12145,,77,64,15,49,61,,11578,,83,65,14,47,62,,10489,,81,64,17,50,62,,10706,,72,63,19,48,59,,9977,,79,61,21,48,63,,10312,,81,60,24,IL,2078,3730,2092,3616,3506,3622,4031,4253,4078,3948,10,,2
150428,Don Roberts School of Hair Design,3,45,45,45,,80,,,3625,100,,,52,52,52,,100,,,4260,75,,,,100,,,3943,80,,,,70,,,3468,100,,,,79,,,2280,86,,,,73,,,2889,100,,,,90,,,3398,100,,,,79,,,3080,100,,,,70,,,4090,83,,,,76,,,4928,88,,,IN,50,50,44,44,70,78,69,71,75,84,,,
155007,Donnelly College,2,176,176,561,,38,,5874,,76,,,185,185,524,,24,,8315,,77,,,,24,,7625,,64,,,,13,,8291,,61,,,,17,,6712,,73,,,,19,,5982,,64,,,,9,,3832,,52,,,,10,,5222,,55,,,,9,,6715,,37,,,,17,,6710,,45,,,KS,216,565,195,499,661,712,844,482,570,565,4,,2
153250,Dordt University,2,1550,1498,2062,63,65,,11610,,85,88,34,1459,1442,1949,63,67,,10755,,80,73,38,71,74,,10206,,83,72,37,61,66,,10267,,84,75,33,70,75,,9966,,81,73,32,69,73,,9802,,76,72,36,57,65,,9757,,81,72,37,63,69,,10093,,88,70,39,61,69,,10010,,81,73,39,57,66,,9273,,84,75,37,IA,1356,1819,1336,1769,1802,1743,1703,1632,1600,1675,15,,2
169761,Dorsey College,3,1322,1322,1322,,38,,,7254,51,,,1466,1466,1466,,54,,,6556,47,,,,52,,,7637,42,,,,41,,,5675,54,,,,75,,,7453,44,,,,82,,,8485,59,,,,27,,,7617,73,,,,73,,,7228,70,,,,52,,,6463,30,,,,50,,,4996,72,,,MI,1034,1034,928,928,246,374,276,293,375,412,,,
483504,Dorsey College-Dearborn,3,965,965,965,,28,,,7084,35,,,930,930,930,,17,,,3349,32,,,,40,,,6091,30,,,,30,,,6632,33,,,,51,,,6321,41,,,,20,,,6636,37,,,,44,,,6819,64,,,,30,,,7541,37,,,,,,,5552,45,,,,,,,5675,30,,,MI,956,956,828,828,906,888,814,781,641,341,,,
499185,Dorsey College-Grand Rapids,3,200,200,200,,,,,2397,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250744,Dorsey College-Roseville,3,1204,1204,1204,,31,,,6959,38,,,1346,1346,1346,,47,,,6749,22,,,,50,,,5591,29,,,,34,,,5966,41,,,,54,,,5172,56,,,,36,,,3757,44,,,,35,,,4244,57,,,,32,,,4548,46,,,,70,,,6415,39,,,,40,,,5914,36,,,MI,1229,1229,1055,1055,1210,1090,980,976,1009,1123,,,
460482,Dorsey College-Saginaw,3,464,464,464,,43,,,8444,49,,,374,374,374,,46,,,8659,38,,,,54,,,9190,48,,,,25,,,9815,57,,,,57,,,5754,54,,,,29,,,9428,32,,,,45,,,7107,57,,,,37,,,4545,38,,,,43,,,7131,43,,,,41,,,6591,37,,,MI,388,388,363,363,392,369,412,526,549,522,,,
247153,Dorsey College-Wayne,3,542,542,542,,28,,,9270,38,,,562,562,562,,32,,,9145,40,,,,44,,,8326,34,,,,58,,,8244,41,,,,34,,,7213,54,,,,25,,,3929,67,,,,50,,,5701,88,,,,45,,,7953,26,,,,93,,,5548,52,,,,67,,,6658,46,,,MI,655,655,662,662,815,684,520,434,421,417,,,
495837,Dorsey College-Woodhaven,3,632,632,632,,50,,,3757,21,,,458,458,458,,46,,,8787,77,,,,,,,8976,47,,,,,,,10481,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI,400,400,327,327,,,,,,,,,
261719,Dorsey School of Beauty,3,624,624,624,,54,,,4216,55,,,622,622,622,,46,,,3798,38,,,,26,,,3523,75,,,,38,,,5048,49,,,,51,,,4247,57,,,,28,,,3738,40,,,,31,,,3520,60,,,,37,,,2559,55,,,,49,,,2404,38,,,,44,,,1474,44,,,MI,554,554,362,362,378,401,392,404,402,367,,,
261436,Douglas J Aveda Institute,3,1447,1447,1447,,67,,,8734,79,,,1413,1413,1413,,67,,,7802,90,,,,79,,,5813,84,,,,78,,,8476,84,,,,76,,,6331,86,,,,65,,,2791,87,,,,82,,,2937,81,,,,67,,,2708,92,,,,78,,,5138,90,,,,66,,,3585,76,,,MI,1378,1378,1384,1384,1349,1290,1279,1277,1100,1638,,,
153269,Drake University,2,3750,2811,5226,68,77,,13252,,84,67,13,3843,2835,5458,68,76,,12440,,83,69,14,70,78,,11766,,84,68,16,69,78,,12592,,86,68,17,73,81,,12797,,84,68,16,68,78,,12682,,89,69,20,70,79,,11611,,87,69,22,68,78,,11098,,88,67,18,65,75,,10068,,88,69,19,66,78,,9898,,89,66,22,IA,2839,5416,2870,5504,5626,5711,5886,6153,6006,6690,17,,3
177214,Drury University,2,1398,1384,1731,43,66,,11577,,77,63,27,1380,1361,1762,51,64,,9144,,78,65,25,43,60,,8693,,76,71,29,40,60,,8382,,78,64,32,39,58,,8809,,78,68,31,46,64,,8332,,83,66,35,40,55,,6740,,88,70,32,46,58,,6965,,85,84,40,30,56,,7184,,84,74,50,45,63,,6561,,85,81,37,MO,1387,1845,1483,1914,1964,1879,4850,5107,5445,6312,5,,2
492801,Drury University-College of Continuing Professional Studies,2,522,522,1129,0,32,,7328,,38,,,516,516,1278,11,18,,6306,,85,,,10,31,,5633,,71,,,5,31,,4958,,64,,,0,12,,4781,,62,,,6,19,,4515,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO,646,1547,642,1903,2479,2857,,,,,15,,2
492139,DSDT,3,522,522,522,,56,,,3215,,,,349,349,349,,88,,,15992,,,,,82,,,14151,92,,,,,,,12357,,,,,,,,19762,,,,,100,,,19451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI,258,258,231,231,139,136,,,,,,,
175227,Dunwoody College of Technology,2,1231,1231,1514,54,63,,16199,,71,98,72,1269,1269,1547,38,47,,17317,,71,99,72,33,59,,16597,,58,97,73,0,49,,14789,,68,97,60,0,50,,13530,,90,70,64,50,58,,12559,,100,73,61,60,64,,11902,,82,67,66,67,51,,12481,,50,75,63,75,48,,11703,,0,72,65,,42,,11493,,0,72,61,MN,1183,1470,1215,1545,1510,1500,1502,1402,1455,1357,21,,2
496575,Dymond Designs Beauty School,3,90,90,90,,100,,,2938,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488174,Ea La Mar's Cosmetology & Barber College,3,40,40,48,,80,,,3925,100,,,59,59,66,,79,,,3213,100,,,,80,,,3270,100,,,,83,,,3397,100,,,,85,,,3024,92,,,,100,,,6048,92,,,,,,,7324,86,,,,85,,,9165,78,,,,,,,,,,,,,,,,,,,MO,37,47,28,38,40,36,17,9,,,,,
150455,Earlham College,2,674,633,718,61,68,,39828,,80,73,17,719,676,764,66,75,,33226,,80,69,15,65,73,,25724,,76,59,11,61,67,,26519,,83,63,13,56,64,,25592,,80,65,20,58,64,,23555,,82,52,20,58,68,,24475,,86,58,21,65,71,,25840,,80,62,16,60,67,,23813,,81,65,21,65,72,,21481,,84,64,21,IN,759,868,973,1044,1152,1180,1166,1108,1139,1223,22,,2
177250,East Central College,1,1284,1284,3192,,38,5987,,,65,,,1324,1324,3321,,39,5046,,,63,,,,40,4830,,,58,,,,38,4647,,,59,,,,35,4461,,,63,,,,29,4189,,,62,,,,21,4505,,,64,,,,20,4075,,,61,,,,18,4742,,,55,,,,18,4363,,,57,,,MO,1241,3402,1239,3519,3570,3722,3960,4265,4733,5118,3,,2
204884,East Ohio College,3,228,228,228,,67,,,7210,75,,,242,242,242,,59,,,6884,70,,,,58,,,7048,69,,,,74,,,6364,71,,,,63,,,5639,65,,,,64,,,4269,79,,,,57,,,4326,70,,,,54,,,4221,68,,,,55,,,4543,60,,,,64,,,3962,57,,,OH,249,277,276,313,324,300,304,285,304,336,29,,1
483799,East-West Healing Arts Institute,3,72,72,72,,80,,,2346,,,,62,62,62,,73,,,1786,,,,,88,,,2033,,,,,62,,,2432,,,,,90,,,3181,,,,,90,,,2154,,,,,100,,,1948,,,,,100,,,2590,,,,,100,,,4284,,,,,100,,,5147,,,,WI,61,61,53,53,53,74,75,57,63,40,,,
144883,East-West University,2,611,611,611,11,23,,6672,,37,,,609,609,609,4,12,,7606,,43,,,5,12,,8805,,28,,,13,18,,7927,,31,,,10,11,,7954,,30,,,6,10,,7373,,33,41,19,6,11,,6050,,42,,,10,11,,6097,,43,,,0,8,,5972,,39,,,5,10,,5079,,31,,,IL,553,560,557,562,525,602,624,695,765,1071,5,,2
203331,Eastern Gateway Community College,1,10488,10488,36533,,30,2014,,,57,,,6780,6780,60482,,31,1191,,,64,,,,32,1038,,,64,,,,20,1510,,,61,,,,19,1334,,,53,,,,14,1723,,,59,,,,8,1851,,,47,,,,7,2145,,,31,,,,19,3049,,,44,,,,24,3157,,,45,,,OH,13333,59664,6956,40637,26701,15938,8489,4808,4619,4338,11,,5
144892,Eastern Illinois University,1,5457,4240,10889,29,45,10176,,,70,68,11,5211,4214,10588,35,55,10573,,,71,72,15,35,51,8881,,,74,56,18,35,51,10306,,,74,53,20,36,53,10719,,,73,55,17,38,58,18251,,,70,52,18,33,56,17643,,,75,47,20,34,57,14353,,,71,50,25,32,58,14062,,,75,50,25,33,59,13142,,,76,62,27,IL,4309,10562,4222,9655,9526,8991,8590,9884,10351,11230,9,,3
153311,Eastern Iowa Community College District,1,2155,2155,12167,,34,4584,,,63,,,2124,2124,11954,,39,4514,,,63,,,,40,4557,,,55,,,,39,4879,,,64,,,,37,4518,,,64,,,,35,4644,,,63,,,,38,4604,,,66,,,,35,4569,,,54,,,,29,5835,,,66,,,,28,5268,,,58,,,IA,2396,12059,2512,12944,12770,12855,13139,13174,12936,13591,2,,3
169798,Eastern Michigan University,1,9675,8803,16770,23,45,8964,,,68,83,13,11940,10976,19081,22,45,9376,,,66,85,16,23,48,8040,,,69,75,16,20,47,7622,,,72,74,20,19,46,8032,,,70,76,22,17,45,7458,,,72,45,39,14,40,7243,,,72,73,26,13,41,8859,,,75,75,27,13,40,8775,,,74,69,31,12,37,8398,,,73,64,35,MI,10150,19451,11121,20982,22327,23715,24545,25400,26289,27677,19,2,3
407461,Eastland-Fairfield Career and Technical Schools,1,80,80,80,,69,23834,,,67,,,106,106,106,,79,27031,,,85,,,,84,17898,,,70,,,,77,17281,,,69,,,,83,11649,,,95,,,,80,3055,,,86,,,,73,7930,,,82,,,,86,7668,,,75,,,,89,8502,,,72,,,,64,5399,,,81,,,OH,153,153,159,159,171,152,183,219,369,350,,,
247162,Ecumenical Theological Seminary,2,43,0,72,,,,5326,,,,,38,0,100,,,,5347,,,,,,,,6633,,,,,,,,6026,,,,,,,,6824,,,,,,,,5375,,,,,,,,6522,,,,,,,,6101,,,,,,,,5025,,,,,,,,4401,,,,,MI,0,133,0,95,96,110,114,124,136,157,31,,1
177278,Eden Theological Seminary,2,77,0,103,,,,52322,,,,,65,0,116,,,,40752,,,,,,,,31344,,,,,,,,33242,,,,,,,,33474,,,,,,,,27612,,,,,,,,25296,,,,,,,,24402,,,,,,,,23311,,,,,,,,18186,,,,,MO,0,140,0,140,145,148,153,162,157,186,31,,1
238661,Edgewood College,2,1547,1049,2078,47,67,,9908,,75,99,19,1587,1081,2153,45,62,,9239,,76,95,22,42,62,,9396,,72,91,25,42,65,,11666,,78,72,24,41,64,,11316,,79,73,22,43,63,,10030,,78,71,28,38,61,,9432,,78,76,33,40,63,,8491,,78,77,33,39,60,,7934,,81,76,30,36,62,,7616,,81,77,30,WI,1161,2171,1224,2274,2496,2650,3160,4237,4275,4358,18,,2
202648,Edison State Community College,1,1228,1228,5591,,31,3855,,,63,,,1300,1300,5560,,23,3719,,,58,,,,38,3779,,,53,,,,35,4357,,,51,,,,37,4338,,,48,,,,33,4420,,,57,,,,24,4230,,,57,,,,24,4425,,,54,,,,21,4469,,,44,,,,16,4000,,,54,,,OH,1140,5338,1052,4691,4508,4088,4130,3951,3905,3936,11,,3
146454,Educators of Beauty College of Cosmetology-Peru,3,77,77,77,,64,,,4726,83,,,67,67,67,,59,,,4015,84,,,,68,,,4284,71,,,,53,,,4289,65,,,,51,,,4440,63,,,,67,,,5665,77,,,,31,,,5382,78,,,,65,,,6737,50,,,,58,,,,,,,,71,,,11653,73,,,IL,71,71,55,55,65,67,61,50,53,50,,,
260965,Educators of Beauty College of Cosmetology-Rockford,3,135,135,135,,63,,,5816,75,,,105,105,105,,65,,,4915,86,,,,63,,,4546,44,,,,65,,,6630,67,,,,53,,,5166,58,,,,60,,,6795,64,,,,71,,,3988,67,,,,61,,,5073,56,,,,75,,,,,,,,63,,,11175,86,,,IL,88,88,79,79,102,120,130,103,102,107,,,
149204,Educators of Beauty College of Cosmetology-Sterling,3,60,60,60,,67,,,11176,53,,,52,52,52,,70,,,8796,50,,,,84,,,6633,75,,,,50,,,8820,82,,,,53,,,11065,71,,,,69,,,10871,70,,,,63,,,7028,43,,,,70,,,6781,60,,,,67,,,,,,,,65,,,9999,71,,,IL,71,71,54,54,51,64,66,72,74,74,,,
202657,EHOVE Career Center,1,103,103,528,,84,13227,,,95,,,78,78,458,,88,12189,,,86,,,,77,14226,,,94,,,,76,12047,,,89,,,,79,10482,,,94,,,,75,9504,,,84,,,,70,8573,,,82,,,,72,12009,,,83,,,,82,11103,,,80,,,,88,11797,,,72,,,OH,111,426,202,429,413,536,605,608,536,510,,,
451282,Elevate Salon Institute,3,216,216,284,,78,,,3863,96,,,155,155,214,,78,,,4931,81,,,,85,,,4834,84,,,,86,,,4923,88,,,,62,,,4394,89,,,,33,,,4894,76,,,,33,,,720,0,,,,31,,,4332,40,,,,50,,,2253,21,,,,50,,,1613,57,,,MI,149,208,134,191,154,106,97,173,239,302,,,
144944,Elgin Community College,1,3353,3353,13863,,41,8742,,,77,,,3222,3222,12559,,37,12099,,,73,,,,43,10258,,,73,,,,42,9713,,,73,,,,35,7979,,,77,,,,34,8042,,,79,,,,37,7963,,,75,,,,37,7190,,,75,,,,32,8026,,,75,,,,31,7761,,,76,,,IL,3360,11788,3824,14467,14547,15074,15211,16114,16598,17037,2,,3
492005,Elite Academy of Hair Design,3,85,85,98,,74,,,2564,88,,,65,65,85,,71,,,2352,79,,,,64,,,1964,100,,,,100,,,2819,83,,,,100,,,3626,71,,,,100,,,3215,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH,67,81,57,58,47,30,,,,,,,
461999,Elite School of Cosmetology,3,286,286,318,,59,,,4081,62,,,232,232,263,,58,,,4260,67,,,,43,,,3805,70,,,,46,,,3579,69,,,,51,,,5162,47,,,,70,,,3854,61,,,,71,,,3503,70,,,,45,,,3142,69,,,,64,,,2286,45,,,,59,,,2281,45,,,OH,190,226,153,153,122,102,115,89,82,75,,,
452887,Elite Welding Academy LLC,3,123,123,123,,,,,7909,83,,,136,136,136,,74,,,6389,100,,,,87,,,8831,,,,,88,,,7059,100,,,,82,,,5281,90,,,,88,,,7502,87,,,,88,,,6074,72,,,,95,,,5494,89,,,,28,,,6887,75,,,,90,,,6231,93,,,OH,139,139,100,100,154,133,149,137,89,37,,,
496371,Elite Welding Academy South Point,3,21,21,21,,100,,,11621,0,,,19,19,19,,100,,,11191,0,,,,75,,,8133,0,,,,,,,2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH,12,12,14,14,,,,,,,,,
153296,Ellsworth Community College,1,579,579,900,,43,6954,,,55,,,553,553,887,,29,6760,,,52,,,,36,6152,,,59,,,,34,6744,,,53,,,,29,5611,,,54,,,,36,5862,,,55,,,,34,5560,,,52,,,,33,6688,,,58,,,,25,6812,,,51,,,,19,5735,,,52,,,IA,599,905,585,892,1006,956,1049,1081,1150,1247,3,,2
144962,Elmhurst University,2,3337,3001,4230,50,65,,7522,,76,76,14,3038,2843,3876,52,64,,8003,,80,71,20,56,68,,7817,,76,66,17,58,68,,7934,,81,68,19,57,70,,7885,,82,67,19,51,63,,7863,,78,71,19,53,64,,7750,,75,72,19,56,69,,7687,,84,55,24,54,67,,8853,,79,68,24,61,74,,8231,,82,72,26,IL,2829,3787,2852,3832,3845,3832,3764,3650,3647,3515,20,,2
153302,Emmaus Bible College,2,177,177,217,33,82,,8184,,70,100,61,163,163,205,45,82,,8996,,70,99,46,52,75,,12393,,57,92,42,42,83,,7921,,67,94,49,36,67,,6567,,77,95,42,33,76,,5780,,67,58,55,24,69,,5888,,69,36,44,31,69,,6391,,70,35,39,26,75,,6455,,83,40,62,50,82,,7013,,85,,,IA,173,221,187,232,262,276,284,260,261,206,31,,1
174978,Empire Beauty School-Bloomington,3,191,191,233,,65,,,7559,74,,,194,194,236,,62,,,7462,76,,,,76,,,7510,67,,,,73,,,9075,74,,,,65,,,7643,86,,,,58,,,7330,58,,,,73,,,9140,79,,,,74,,,8566,77,,,,68,,,9570,82,,,,80,,,8172,66,,,MN,193,228,199,221,223,211,192,208,206,205,,,
407470,Empire Beauty School-Cincinnati,3,186,186,248,,45,,,6417,69,,,190,190,243,,30,,,6135,65,,,,36,,,5446,49,,,,42,,,6592,47,,,,48,,,6704,55,,,,36,,,5461,57,,,,42,,,6896,49,,,,34,,,6164,57,,,,33,,,7611,54,,,,49,,,7398,66,,,OH,192,244,193,250,253,297,299,249,264,289,,,
407735,Empire Beauty School-Green Bay,3,104,104,104,,61,,,5647,89,,,85,85,85,,65,,,6379,86,,,,68,,,7431,65,,,,42,,,6918,80,,,,52,,,11259,53,,,,55,,,12544,75,,,,8,,,12995,59,,,,25,,,12349,31,,,,35,,,10660,14,,,,45,,,8389,53,,,WI,95,95,86,86,69,55,71,97,111,161,,,
500023,Empire Beauty School-Indianapolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169284,Empire Beauty School-Michigan,3,312,312,435,,60,,,6364,75,,,308,308,408,,44,,,6002,67,,,,55,,,6239,49,,,,69,,,8109,70,,,,61,,,7760,79,,,,61,,,6616,66,,,,51,,,7036,76,,,,49,,,7950,65,,,,59,,,7630,57,,,,64,,,6433,72,,,MI,307,400,292,371,386,391,416,421,494,551,,,
448798,Empire Beauty School-Milwaukee,3,243,243,243,,40,,,6841,61,,,252,252,252,,34,,,6187,48,,,,27,,,6439,50,,,,36,,,8617,38,,,,35,,,7512,37,,,,41,,,7187,52,,,,8,,,8474,49,,,,22,,,10017,38,,,,41,,,7066,13,,,,15,,,10236,45,,,WI,257,257,229,229,198,167,146,119,151,126,,,
458858,Empire Beauty School-Speedway,3,250,250,413,,30,,,5524,44,,,201,201,357,,25,,,6510,42,,,,17,,,7553,44,,,,32,,,8617,32,,,,39,,,8361,53,,,,36,,,6138,40,,,,31,,,6882,53,,,,25,,,7537,32,,,,31,,,6648,50,,,,40,,,5732,54,,,IN,135,248,161,255,315,373,326,288,290,288,,,
456135,Empire Beauty School-Spring Lake Park,3,99,99,144,,45,,,7387,49,,,94,94,143,,36,,,7547,62,,,,52,,,7001,59,,,,49,,,8800,62,,,,63,,,7330,58,,,,54,,,6395,55,,,,46,,,6873,58,,,,45,,,6970,69,,,,38,,,7020,72,,,,50,,,8242,64,,,MN,96,128,105,128,149,163,165,180,194,165,,,
481748,Empire Beauty School-Stone Park,3,154,154,197,,40,,,8857,58,,,157,157,207,,35,,,9220,45,,,,42,,,8628,55,,,,36,,,11057,61,,,,39,,,9998,51,,,,41,,,8374,48,,,,48,,,9318,51,,,,27,,,9947,65,,,,50,,,8279,59,,,,,,,6211,56,,,IL,174,240,161,222,216,224,209,194,257,309,,,
