UnitID,Institution Name,Control of institution (HD2023),Full-time 12-month unduplicated headcount (DRVEF122023),Full-time undergraduate 12-month unduplicated headcount (DRVEF122023),Total 12-month unduplicated headcount (DRVEF122023),Graduation rate - Bachelor degree within 4 years  total (DRVGR2023),Graduation rate  total cohort (DRVGR2023),Instruction expenses per FTE  (GASB) (DRVF2023),Instruction expenses per FTE  (FASB) (DRVF2023),Instruction expenses per FTE (for-profit institutions) (DRVF2023),Full-time retention rate  2023 (EF2023D),Percent admitted - total (DRVADM2022),Admissions yield - total (DRVADM2022),Full-time 12-month unduplicated headcount (DRVEF122022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122022),Total 12-month unduplicated headcount (DRVEF122022),Graduation rate - Bachelor degree within 4 years  total (DRVGR2022),Graduation rate  total cohort (DRVGR2022),Instruction expenses per FTE  (GASB) (DRVF2022),Instruction expenses per FTE  (FASB) (DRVF2022),Instruction expenses per FTE (for-profit institutions) (DRVF2022),Full-time retention rate  2022 (EF2022D),Percent admitted - total (DRVADM2021),Admissions yield - total (DRVADM2021),Graduation rate - Bachelor degree within 4 years  total (DRVGR2021),Graduation rate  total cohort (DRVGR2021),Instruction expenses per FTE  (GASB) (DRVF2021),Instruction expenses per FTE  (FASB) (DRVF2021),Instruction expenses per FTE (for-profit institutions) (DRVF2021),Full-time retention rate  2021 (EF2021D),Percent admitted - total (DRVADM2020),Admissions yield - total (DRVADM2020),Graduation rate - Bachelor degree within 4 years  total (DRVGR2020),Graduation rate  total cohort (DRVGR2020),Instruction expenses per FTE  (GASB) (DRVF2020),Instruction expenses per FTE  (FASB) (DRVF2020),Instruction expenses per FTE (for-profit institutions) (DRVF2020),Full-time retention rate  2020 (EF2020D),Percent admitted - total (DRVADM2019),Admissions yield - total (DRVADM2019),Graduation rate - Bachelor degree within 4 years  total (DRVGR2019),Graduation rate  total cohort (DRVGR2019),Instruction expenses per FTE  (GASB) (DRVF2019),Instruction expenses per FTE  (FASB) (DRVF2019),Instruction expenses per FTE (for-profit institutions) (DRVF2019),Full-time retention rate  2019 (EF2019D),Percent admitted - total (DRVADM2018),Admissions yield - total (DRVADM2018),Graduation rate - Bachelor degree within 4 years  total (DRVGR2018),Graduation rate  total cohort (DRVGR2018),Instruction expenses per FTE  (GASB) (DRVF2018),Instruction expenses per FTE  (FASB) (DRVF2018),Instruction expenses per FTE (for-profit institutions) (DRVF2018),Full-time retention rate  2018 (EF2018D),Percent admitted - total (DRVADM2017),Admissions yield - total (DRVADM2017),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017),Graduation rate  total cohort (DRVGR2017),Instruction expenses per FTE  (GASB) (DRVF2017),Instruction expenses per FTE  (FASB) (DRVF2017),Instruction expenses per FTE (for-profit institutions) (DRVF2017),Full-time retention rate  2017 (EF2017D),Percent admitted - total (DRVADM2016),Admissions yield - total (DRVADM2016),Graduation rate - Bachelor degree within 4 years  total (DRVGR2016),Graduation rate  total cohort (DRVGR2016),Instruction expenses per FTE  (GASB) (DRVF2016),Instruction expenses per FTE  (FASB) (DRVF2016),Instruction expenses per FTE (for-profit institutions) (DRVF2016),Full-time retention rate  2016 (EF2016D),Percent admitted - total (DRVADM2015),Admissions yield - total (DRVADM2015),Graduation rate - Bachelor degree within 4 years  total (DRVGR2015),Graduation rate  total cohort (DRVGR2015),Instruction expenses per FTE  (GASB) (DRVF2015),Instruction expenses per FTE  (FASB) (DRVF2015),Instruction expenses per FTE (for-profit institutions) (DRVF2015),Full-time retention rate  2015 (EF2015D),Percent admitted - total (DRVADM2014),Admissions yield - total (DRVADM2014),Graduation rate - Bachelor degree within 4 years  total (DRVGR2014),Graduation rate  total cohort (DRVGR2014),Instruction expenses per FTE  (GASB) (DRVF2014),Instruction expenses per FTE  (FASB) (DRVF2014),Instruction expenses per FTE (for-profit institutions) (DRVF2014),Full-time retention rate  2014 (EF2014D),Percent admitted - total (DRVIC2013),Admissions yield - total (DRVIC2013),State abbreviation (HD2022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122021),Total 12-month unduplicated headcount (DRVEF122021),Full-time undergraduate 12-month unduplicated headcount (DRVEF122020),Total 12-month unduplicated headcount (DRVEF122020),12-month unduplicated headcount  total: 2018-19 (DRVEF122019),12-month unduplicated headcount  total: 2017-18 (DRVEF122018),12-month unduplicated headcount  total: 2016-17 (DRVEF122017),12-month unduplicated headcount  total: 2015-16 (DRVEF122016),12-month unduplicated headcount  total: 2014-15 (DRVEF122015),12-month unduplicated headcount  total: 2013-14 (DRVEF122014),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024)
499972,Southwest Michigan Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175078,Southwest Minnesota State University,1,1904,1617,8521,29,44,6886,,,70,92,23,2049,1742,8489,27,41,6291,,,67,91,28,29,48,6314,,,63,81,23,33,48,6339,,,74,64,21,35,50,5980,,,67,60,27,33,46,6073,,,65,62,26,28,45,5416,,,60,54,48,3,50,5262,,,69,64,35,22,39,4952,,,68,67,38,21,43,5745,,,69,65,33,MN,1733,8830,1774,8553,8718,8739,9019,8780,8480,8193,19,,3
239910,Southwest Wisconsin Technical College,1,786,786,3733,,54,11045,,,72,,,771,771,3678,,55,10990,,,73,,,,59,12153,,,65,,,,55,12840,,,68,,,,62,10204,,,71,,,,61,12137,,,69,,,,61,12276,,,82,,,,60,12485,,,75,,,,51,13770,,,74,,,,53,13213,,,76,,,WI,747,3634,786,3640,3757,3743,3463,3786,3950,4083,12,,2
155900,Southwestern College,2,703,660,1651,30,34,,7970,,53,70,23,732,686,1790,29,38,,8471,,49,69,22,33,40,,7166,,49,56,28,31,38,,7411,,53,52,34,37,42,,7560,,66,56,40,38,48,,7282,,54,97,38,33,41,,6760,,62,92,50,33,38,,6846,,61,91,27,34,44,,6080,,65,88,32,42,54,,5360,,66,90,33,KS,759,2018,740,2170,2221,2338,2704,2860,3203,3245,15,,2
154396,Southwestern Community College,1,655,655,1982,,53,9115,,,74,,,592,592,1950,,52,9472,,,66,,,,47,9306,,,65,,,,48,8812,,,66,,,,49,7780,,,62,,,,50,7369,,,60,,,,45,7607,,,63,,,,42,6591,,,57,,,,36,7141,,,51,,,,40,8290,,,55,,,IA,630,1975,740,2053,2185,2276,2231,2163,2144,2101,3,,2
143215,Southwestern Illinois College,1,3653,3653,14786,,37,8020,,,66,,,3692,3692,14474,,28,8298,,,63,,,,29,9199,,,63,,,,28,8237,,,63,,,,28,8569,,,66,,,,31,8140,,,65,,,,28,5026,,,64,,,,28,4844,,,68,,,,27,4544,,,61,,,,25,4437,,,65,,,IL,3789,13299,4085,15048,15299,16187,17176,18706,19845,20734,2,,3
172307,Southwestern Michigan College,1,878,878,2162,,27,7676,,,60,,,790,790,2116,,32,7857,,,60,,,,29,8030,,,50,,,,29,8218,,,53,,,,29,8081,,,51,,,,28,6892,,,48,,,,25,7054,,,54,,,,24,6474,,,57,,,,25,6254,,,56,,,,20,5493,,,53,,,MI,838,2185,989,2513,2583,2883,2888,3064,3276,3648,12,,2
481517,SPBK Enterprises Inc,3,93,93,149,,75,,,3321,100,,,85,85,137,,72,,,3884,100,,,,72,,,4467,100,,,,79,,,5521,60,,,,73,,,5117,83,,,,51,,,4103,85,,,,76,,,3607,68,,,,79,,,3131,78,,,,68,,,3309,100,,,,79,,,3001,69,,,MO,88,150,87,153,150,137,131,124,92,82,,,
148982,Spertus College,2,24,0,159,,,,27713,,,,,23,0,167,,,,46214,,,,,,,,74827,,,,,,,,91999,,,,,,,,75479,,,,,,,,52396,,,,,,,,43831,,,,,,,,39607,,,,,,,,28239,,,,,,,,17894,,,,,IL,0,169,0,133,151,137,159,208,223,269,31,,1
148991,Spoon River College,1,453,453,1726,,43,7735,,,64,,,496,496,1654,,41,8907,,,54,,,,42,9618,,,69,,,,38,8174,,,67,,,,30,7956,,,62,,,,41,7330,,,55,,,,41,4712,,,58,,,,51,4872,,,57,,,,44,4538,,,59,,,,37,4556,,,66,,,IL,521,1684,595,1986,2158,2315,2499,2562,2860,3225,3,,2
172334,Spring Arbor University,2,2276,883,2858,43,60,,6140,,74,47,21,2523,974,3128,47,60,,5342,,68,60,22,46,64,,5753,,80,63,22,47,65,,5974,,78,66,23,39,59,,6987,,78,71,23,38,57,,7064,,80,67,24,38,59,,7167,,79,71,26,33,54,,7465,,78,69,27,36,52,,7394,,79,67,19,33,54,,7358,,77,65,21,MI,1000,3572,1139,3907,4213,4295,4342,4901,5181,5486,20,,2
175005,St Catherine University,2,2305,1761,4261,51,65,,12465,,78,93,25,2491,1873,4592,48,64,,11873,,83,75,27,47,59,,11362,,76,76,26,55,64,,11386,,82,67,21,48,58,,11235,,80,73,21,47,56,,11857,,78,70,21,37,53,,11594,,81,91,21,45,59,,10670,,81,67,21,40,57,,10428,,86,67,24,37,59,,10127,,78,61,24,MN,2040,5054,2203,5295,5758,5973,5970,6033,5806,5808,29,,3
262031,St Charles Community College,1,3629,3629,7992,,23,7413,,,63,,,3637,3637,8226,,19,5540,,,59,,,,24,5854,,,57,,,,29,6437,,,58,,,,25,6972,,,66,,,,22,6828,,,65,,,,19,6920,,,65,,,,18,6537,,,63,,,,19,6070,,,63,,,,20,6240,,,61,,,MO,4156,8648,4119,9056,9023,9349,9689,9698,10110,10543,2,,3
172291,St Clair County Community College,1,1309,1309,4029,,32,9297,,,65,,,1299,1299,4301,,25,7860,,,64,,,,21,7198,,,61,,,,23,6698,,,59,,,,21,6750,,,59,,,,25,6501,,,60,,,,22,6754,,,61,,,,18,5157,,,58,,,,20,6002,,,59,,,,18,5611,,,55,,,MI,1410,4596,1537,4612,4585,4672,4704,4856,5321,5668,2,,3
174756,St Cloud Technical and Community College,1,1795,1795,4846,,42,8716,,,67,,,1882,1882,4780,,34,7787,,,64,,,,33,7321,,,62,,,,34,7150,,,58,,,,30,7134,,,54,,,,31,7003,,,52,,,,33,6846,,,52,,,,33,6237,,,53,,,,37,5966,,,53,,,,27,6121,,,54,,,MN,2091,5204,2347,5495,5608,5624,5857,6336,6568,6403,11,,3
442426,St Louis College of Health Careers-Fenton,3,547,523,713,,74,,,2965,,100,81,493,471,698,62,62,,,2820,,100,62,,45,,,2101,,63,63,,43,,,2890,,100,51,,72,,,3022,,100,76,,70,,,2880,,100,69,,69,,,2353,80,100,74,,79,,,2044,,100,67,,70,,,1794,85,79,65,,69,,,3069,80,32,100,MO,484,805,485,726,694,723,682,671,594,568,29,,2
179511,St Louis College of Health Careers-St Louis,3,111,111,191,,64,,,12448,95,,,123,123,189,,53,,,9849,67,,,,53,,,7920,57,,,,77,,,7427,31,,,,39,,,6456,58,,,,36,,,4829,64,,,,24,,,4460,78,,,,71,,,4608,72,,,,61,,,3888,79,,,,71,,,6966,64,,,MO,136,235,269,318,443,430,457,470,587,670,,,
154262,St Luke's College,2,73,73,242,,33,,11612,,,80,67,74,74,252,,100,,12181,,,100,88,,80,,11992,,,59,63,,100,,10515,,,29,67,,100,,10955,,,100,67,,57,,11692,,,27,100,,100,,13325,,,50,100,,100,,13754,,,80,92,,100,,13167,,,24,83,,100,,13891,,,38,67,IA,115,245,155,267,307,317,331,272,311,265,28,,1
174844,St Olaf College,2,3056,3056,3120,79,84,,18581,,91,56,28,3005,3005,3075,82,85,,17445,,90,47,25,81,85,,16136,,91,51,27,82,85,,18147,,91,48,30,81,86,,18138,,91,50,29,82,86,,18122,,91,43,31,85,88,,18240,,92,45,30,85,88,,17896,,92,36,28,84,87,,16922,,93,51,31,86,89,,16837,,93,59,32,MN,2982,3072,3120,3149,3119,3120,3137,3122,3113,3192,22,,2
148876,St. Augustine College,2,587,587,954,0,28,,6826,,62,,,660,660,993,0,23,,5044,,83,,,8,99,,4891,,67,,,100,46,,6930,,54,,,1,14,,5328,,,,,6,59,,5160,,0,,,,39,,4228,,0,,,,39,,4445,,,,,,38,,4127,,,,,,32,,4298,,,,,IL,775,1163,848,1379,1341,1800,1996,2052,2248,2269,13,,2
148593,St. John's College-Department of Nursing,2,72,72,104,,,,27484,,,,,86,86,115,,,,30646,,,,,,,,22373,,,,,,,,22296,,,,,,,,24073,,,,,,,,26896,,,,,,,,25600,,,,,,,,24556,,,,,,,,25790,,,,,,,,25848,,,,,IL,104,121,119,144,140,131,145,124,119,130,28,,1
495226,St. Louis Med Tech,2,11,11,11,,,,3856,,,,,9,9,9,,,,0,,,,,,,,0,,,,,,100,,2650,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO,9,9,8,8,,,,,,,,,
205841,Stark State College,1,2832,2832,12680,,23,7769,,,54,,,3074,3074,13546,,20,7513,,,49,,,,19,5793,,,51,,,,18,5123,,,51,,,,21,4781,,,50,,,,19,5827,,,49,,,,15,5732,,,53,,,,10,5448,,,52,,,,7,5600,,,43,,,,7,4969,,,42,,,OH,3284,13740,2957,15027,14540,14472,15018,15352,16740,19014,11,,3
462053,State Career College,3,149,149,149,,58,,,1564,100,,,116,116,116,,57,,,4081,100,,,,46,,,2645,89,,,,59,,,2310,92,,,,51,,,1877,43,,,,52,,,2166,86,,,,59,,,1527,78,,,,69,,,1096,76,,,,61,,,1634,85,,,,57,,,1477,100,,,IL,179,179,170,170,203,195,220,179,154,196,,,
239877,State College of Beauty Culture Inc,3,57,57,80,,55,,,3879,100,,,68,68,81,,62,,,3668,78,,,,76,,,3508,75,,,,82,,,4985,58,,,,85,,,3639,91,,,,75,,,4001,100,,,,79,,,2972,76,,,,82,,,3502,86,,,,74,,,2969,90,,,,61,,,3246,81,,,WI,66,74,54,65,64,67,74,85,80,89,,,
179539,State Fair Community College,1,2142,2142,4666,,40,8045,,,61,,,2199,2199,4762,,35,6774,,,64,,,,35,6059,,,60,,,,33,5606,,,60,,,,32,5629,,,60,,,,30,4953,,,62,,,,31,4998,,,54,,,,28,4755,,,59,,,,22,3800,,,63,,,,22,3629,,,59,,,MO,2354,5063,2600,5661,5943,6094,6505,6832,6906,7065,2,,3
177977,State Technical College of Missouri,1,1995,1995,2506,,79,6721,,,90,,,1889,1889,2324,,77,6178,,,88,,,,74,7029,,,89,,,,72,8483,,,83,,,,74,8328,,,85,,,,73,9844,,,85,,,,71,10450,,,85,,,,65,8221,,,86,,,,64,7363,,,83,,,,59,7387,,,79,,,MO,1801,2024,1626,1899,1659,1457,1409,1481,1443,1441,21,,2
448600,Stautzenberger College-Brecksville,3,385,385,385,,41,,,8112,45,,,518,518,518,,65,,,5621,60,,,,44,,,4141,54,,,,60,,,4875,70,,,,74,,,4986,67,,,,58,,,4553,60,,,,14,,,5131,75,,,,17,,,3174,74,,,,35,,,4095,43,,,,0,,,4350,46,,,OH,568,568,499,499,553,672,686,599,520,487,21,,1
205887,Stautzenberger College-Maumee,3,983,983,983,,56,,,4896,56,,,1005,1005,1005,,53,,,5313,64,,,,53,,,4537,60,,,,67,,,4544,68,,,,50,,,5331,68,,,,71,,,4534,67,,,,42,,,4822,56,,,,42,,,3506,71,,,,30,,,4805,72,,,,30,,,4139,63,,,OH,1187,1187,1055,1055,1007,1152,1185,1214,1237,1227,12,,2
494852,Stautzenberger College-Rockford Career College,3,1173,1173,1173,,62,,,4523,69,,,1108,1108,1108,,68,,,4480,70,,,,69,,,3779,66,,,,77,,,3965,73,,,,76,,,3955,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL,1193,1193,1027,1027,937,,,,,,12,,2
498553,Stellar Career College,3,201,201,201,,,,,2330,77,,,121,121,121,,,,,8982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL,,,,,,,,,,,,,
499680,Stellar Career College-Crown Point,3,66,66,66,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407355,Stephanie Moss Academy,3,296,296,296,,74,,,3487,83,,,269,269,269,,71,,,3996,80,,,,84,,,3806,69,,,,80,,,4957,79,,,,73,,,4579,85,,,,77,,,4168,81,,,,73,,,3780,89,,,,78,,,3874,80,,,,66,,,3561,77,,,,67,,,3553,87,,,NE,258,258,259,259,264,308,307,322,342,377,,,
179548,Stephens College,2,602,410,691,1,47,,14977,,71,64,18,522,375,617,41,46,,14907,,63,64,23,52,53,,10825,,63,64,18,15,59,,13826,,77,56,20,42,46,,13461,,63,59,20,47,50,,11862,,64,53,19,59,61,,10033,,61,61,22,47,48,,10726,,68,68,23,27,55,,10009,,72,54,30,46,49,,9552,,61,68,32,MO,418,691,471,751,784,920,1026,994,983,954,20,,2
155937,Sterling College,2,537,520,805,19,29,,6798,,59,61,13,567,554,755,27,37,,6099,,59,47,17,10,43,,5764,,55,37,21,40,47,,5330,,58,40,22,44,53,,5451,,59,41,24,39,53,,6374,,50,52,24,25,39,,5682,,55,37,33,34,45,,4925,,61,41,30,27,42,,4471,,62,44,35,29,39,,4448,,63,44,43,KS,544,776,580,782,800,737,683,720,747,719,15,,2
146807,Steven Papageorge Hair Academy,3,28,28,78,,70,,,1320,100,,,24,24,80,,82,,,3171,100,,,,82,,,1317,100,,,,89,,,2934,100,,,,89,,,3619,100,,,,90,,,4621,75,,,,90,,,3328,100,,,,83,,,6277,67,,,,83,,,5203,100,,,,86,,,4427,75,,,IL,35,81,46,86,70,60,71,90,92,78,,,
178767,Stevens-The Institute of Business & Arts,3,63,63,134,100,80,,,9435,,100,44,57,57,128,100,80,,,11438,,,,100,100,,,12233,,,,,67,,,10664,0,100,39,100,100,,,9166,67,100,61,,50,,,10225,100,,,,18,,,9468,,33,100,36,57,,,7740,,100,36,36,57,,,6188,,100,50,,75,,,7084,,,,MO,56,141,128,146,160,165,133,154,211,208,24,,1
219453,Stewart School,3,207,207,207,,86,,,6774,82,,,205,205,205,,74,,,4221,94,,,,88,,,3779,80,,,,75,,,4288,83,,,,84,,,4191,97,,,,72,,,4038,95,,,,80,,,4539,100,,,,72,,,4368,85,,,,76,,,3908,83,,,,74,,,4036,83,,,SD,199,199,174,174,194,175,159,164,191,217,,,
175120,Summit Academy Opportunities Industrialization Center,2,854,854,854,,55,,8751,,,,,906,906,906,,55,,7969,,,,,,60,,7117,,,,,,57,,4383,,,,,,56,,4688,,,,,,57,,4092,,,,,,47,,3859,,,,,,49,,4601,,,,,,52,,4375,,,,,,48,,4864,,,,,MN,711,711,939,939,873,876,886,634,606,658,,,
181543,Summit Christian College,2,14,14,31,100,67,,10181,,100,67,100,21,21,31,33,57,,9210,,50,40,70,0,50,,8878,,100,36,100,,75,,9684,,100,100,50,67,67,,7202,,50,100,83,60,46,,8168,,100,40,100,0,0,,6403,,100,33,100,67,100,,6764,,100,100,100,50,25,,5370,,100,38,73,25,56,,6489,,100,25,100,NE,25,41,15,26,31,30,42,39,44,42,31,,1
457572,Summit Salon Academy,3,221,221,221,,63,,,1592,79,,,202,202,202,,98,,,2027,69,,,,87,,,2247,81,,,,94,,,1922,75,,,,47,,,3032,81,,,,56,,,3243,80,,,,54,,,2449,80,,,,67,,,2429,89,,,,78,,,1978,91,,,,78,,,2112,77,,,IN,217,217,181,181,180,163,163,141,159,164,,,
177603,Summit Salon Academy Kansas City,3,167,167,185,,70,,,4887,50,,,104,104,106,,0,,,7959,100,,,,56,,,5086,4,,,,63,,,3269,,,,,50,,,3920,0,,,,55,,,2931,60,,,,64,,,3754,86,,,,56,,,3950,100,,,,74,,,3449,75,,,,65,,,3944,100,,,MO,146,165,89,101,68,85,81,75,72,102,,,
462017,Summit Salon Academy-Kokomo,3,186,186,186,,59,,,4726,82,,,181,181,181,,57,,,4773,94,,,,64,,,4494,64,,,,51,,,4825,64,,,,46,,,4439,72,,,,74,,,4503,73,,,,53,,,6353,68,,,,74,,,4858,67,,,,68,,,2182,81,,,,69,,,2045,86,,,IN,177,177,142,142,153,149,155,161,144,126,,,
457916,Summit Salon Academy-Perrysburg,3,58,58,177,,86,,,7292,93,,,66,66,174,,67,,,3168,88,,,,85,,,1775,100,,,,73,,,3322,100,,,,95,,,2337,100,,,,94,,,2189,100,,,,88,,,2470,100,,,,80,,,5839,79,,,,95,,,5582,78,,,,96,,,5552,92,,,OH,51,128,56,120,123,98,94,106,109,126,,,
155973,Tabor College,2,543,514,796,32,33,,7982,,66,53,19,609,571,797,40,44,,8143,,63,54,25,42,48,,5972,,75,46,35,36,42,,6224,,50,56,28,33,43,,6228,,55,57,37,34,42,,5456,,67,53,36,30,38,,5264,,60,56,39,36,48,,5214,,59,55,46,34,41,,5799,,59,86,38,38,48,,5332,,61,74,42,KS,511,706,537,758,790,847,754,807,826,841,15,,2
495341,Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,3,73,73,73,,43,,,5114,75,,,68,68,68,,88,,,2190,50,,,,,,,1198,100,,,,,,,1162,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI,47,51,13,19,,,,,,,,,
149310,Taylor Business Institute,3,467,467,467,,68,,,1220,67,79,100,298,298,298,,56,,,1377,54,89,62,,68,,,916,64,89,79,,63,,,3336,76,96,59,,62,,,3462,72,88,75,,55,,,3306,66,78,81,,67,,,1378,60,,,,57,,,913,59,100,70,,43,,,975,55,100,67,,47,,,2697,50,100,92,IL,201,201,178,178,211,177,436,398,525,341,24,,1
151564,Taylor Institute of Cosmetology II,3,17,17,50,,14,,,2627,88,,,24,24,60,,60,,,2588,64,,,,29,,,1716,79,,,,20,,,1130,53,,,,50,,,1305,43,,,,60,,,938,78,,,,80,,,783,63,,,,50,,,932,71,,,,78,,,545,67,,,,33,,,1095,75,,,IN,30,55,32,48,44,47,63,53,46,47,,,
152530,Taylor University,2,1770,1759,2561,69,77,,10952,,91,75,33,1711,1694,2212,71,78,,11067,,91,73,27,73,77,,10181,,89,70,27,72,78,,10772,,89,68,31,69,77,,10704,,85,78,32,75,82,,11244,,86,87,31,71,79,,11968,,90,80,33,66,76,,11603,,85,85,36,71,77,,11439,,87,88,33,67,74,,10270,,88,88,32,IN,1719,2371,1826,2484,2550,2599,2874,2533,2474,2593,5,,2
149329,Telshe Yeshiva-Chicago,2,102,91,102,0,8,,27712,,88,94,100,90,75,90,0,10,,17040,,79,93,100,0,5,,15456,,91,100,100,0,6,,21054,,79,92,86,0,6,,18428,,85,100,100,0,6,,19390,,100,76,68,0,23,,18432,,85,92,88,0,35,,17949,,100,100,100,0,6,,19241,,89,100,100,0,24,,18823,,100,100,100,IL,97,109,73,88,91,82,82,88,84,86,31,,1
206011,Terra State Community College,1,547,547,2753,,36,4721,,,72,,,531,531,2688,,26,5088,,,63,,,,32,4037,,,64,,,,13,3843,,,56,,,,26,3970,,,56,,,,20,4284,,,51,,,,24,4298,,,57,,,,18,3673,,,50,,,,10,4367,,,58,,,,8,3933,,,54,,,OH,619,2650,721,2916,3051,2972,3139,3342,3158,3625,12,,2
441487,Texas County Technical College,3,88,88,88,,25,,,5727,75,100,36,95,95,95,,38,,,6291,20,70,86,,43,,2352,,33,63,93,,56,,5716,,38,83,90,,67,,6054,,29,50,100,,63,,6520,,44,86,75,,79,,4396,,72,71,48,,34,,4712,,75,,,,82,,3883,,83,,,,72,,4080,,72,,,MO,97,103,87,93,82,84,74,246,217,224,28,,1
488129,Textures Institute of Cosmetology,3,5,5,31,,100,,,1783,100,,,0,0,30,,100,,,2009,,,,,100,,,3684,0,,,,82,,,2246,75,,,,75,,,2400,67,,,,,,,2833,60,,,,,,,4259,63,,,,57,,,4000,,,,,,,,,,,,,,,,,,,,IN,0,32,30,48,34,22,13,10,,,,,
496539,The  Salon Professional Academy of Holland,3,79,79,118,,83,,,4844,100,,,70,70,105,,85,,,4496,80,,,,78,,,5168,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI,77,93,,,,,,,,,,,
143978,The Chicago School at Chicago,2,885,23,1383,,,,8510,,,7,0,895,29,1393,,,,7999,,,0,,,,,7964,,,0,,,,,7048,,,,,,,,7849,,,,,,,,8747,,,,,,,,7739,,,,,,,,12848,,,,,,,,8972,,,,,,,,6034,,,,,IL,22,1388,16,1380,1402,1350,1444,1503,1651,2011,25,,2
201821,The Christ College of Nursing and Health Sciences,2,711,711,1002,52,60,,6700,,60,71,38,682,682,1000,33,53,,6969,,68,64,27,41,42,,5984,,83,71,39,,36,,6958,,78,52,58,,50,,6503,,77,64,45,,45,,6444,,76,51,55,,46,,6291,,77,57,44,,75,,9309,,79,54,53,,69,,9552,,83,76,64,,79,,14194,,,53,71,OH,871,1207,714,1188,1057,1006,938,864,858,700,28,,2
174899,The College of Saint Scholastica,2,2878,1800,4109,54,63,,9827,,78,97,23,3015,1831,4376,58,67,,9701,,79,74,23,60,65,,8925,,81,73,23,61,69,,9312,,84,76,30,59,69,,8996,,81,66,16,61,69,,7878,,80,68,18,58,67,,7915,,80,64,22,57,66,,7951,,81,61,20,62,70,,8097,,84,66,21,55,61,,8096,,84,73,33,MN,2007,4704,2223,4930,5058,5424,5171,5287,5114,5083,17,,3
206589,The College of Wooster,2,2034,2034,2061,71,74,,17757,,81,56,14,1985,1985,1997,70,74,,15813,,83,61,15,70,77,,15081,,80,65,15,70,74,,16603,,87,55,16,75,77,,16189,,86,54,17,72,75,,14783,,87,56,18,72,77,,14094,,85,58,17,71,76,,14018,,86,55,18,77,82,,13335,,88,59,17,70,76,,13239,,89,56,18,OH,1972,1982,1972,2128,2132,2154,2122,2077,2089,2188,22,,2
452009,The Hair Academy,3,83,83,83,,66,,,3641,86,,,98,98,98,,88,,,3608,71,,,,83,,,2379,86,,,,63,,,3708,100,,,,82,,,4218,88,,,,69,,,3250,80,,,,82,,,3001,83,,,,84,,,2788,79,,,,88,,,2565,92,,,,76,,,3228,83,,,ND,102,102,77,77,73,83,90,98,78,80,,,
450650,The Institute of Beauty and Wellness,3,138,138,416,,91,,,5412,93,,,140,140,409,,84,,,5543,86,,,,77,,,4193,91,,,,83,,,4875,77,,,,76,,,5321,76,,,,82,,,4920,84,,,,73,,,4295,77,,,,87,,,4128,90,,,,85,,,4795,79,,,,74,,,5646,88,,,WI,148,507,124,436,379,385,356,365,363,345,,,
171012,The Michigan Barber School,2,184,184,184,,50,,1381,,50,,,187,187,187,,100,,522,,57,,,,18,,1623,,57,,,,100,,1254,,79,,,,100,,983,,58,,,,11,,695,,56,,,,54,,1244,,56,,,,54,,1719,,4,,,,32,,1115,,64,,,,35,,1621,,23,,,MI,212,212,214,214,247,269,254,169,238,223,,,
205391,The Modern College of Design,3,108,108,208,,62,,,11859,,99,25,139,139,239,,54,,,9273,,99,24,,67,,,10373,,99,24,,53,,,7202,92,91,31,,67,,,6448,,91,30,,67,,,5829,69,49,42,,64,,,3843,71,65,45,,67,,,4174,73,59,38,,71,,,4843,84,66,36,,59,,,1915,77,66,39,OH,172,231,210,221,219,216,199,178,143,143,23,,1
238810,The Professional Hair Design Academy,3,60,60,107,,82,,,2920,100,,,57,57,100,,75,,,1849,89,,,,70,,,2418,67,,,,100,,,5768,70,,,,92,,,4156,94,,,,82,,,4691,100,,,,81,,,4436,85,,,,70,,,4150,85,,,,78,,,3868,83,,,,79,,,3472,75,,,WI,33,61,26,57,70,67,75,77,102,131,,,
